Gene	Muscle	Intestine	Neurons	Hypodermis
WBGene00023193	0.473742759407914	0.654503500159856	1.25049823646996	-2.37874449603773
WBGene00022277	-1.00415053935298	-0.779974911146225	0.461810335293036	1.32231511520616
WBGene00022276	-2.04678974686031	-0.203329999968703	1.49157917305342	0.758540573775598
WBGene00022278	0.188053012606571	-0.772826006249212	0.975515283007674	-0.390742289365033
WBGene00022279	0.63281793281805	-1.22233737921798	0.792190870176203	-0.202671423776271
WBGene00022275	0	0	0.203230602737942	-0.203230602737942
WBGene00044345	0.528574886948819	0.428399771230172	-0.0401738587311374	-0.916800799447853
WBGene00021677	0.249357714652779	0.929911205141117	-0.939996642252859	-0.239272277541037
WBGene00021678	0.034042008262219	0.892721864426337	-2.59550831536378	1.66874444267522
WBGene00000812	-0.471077076462379	0.361147888381844	-0.710149163840561	0.820078351921096
WBGene00021683	-0.813762513919131	-0.210157492752101	-0.0750157969926401	1.09893580366387
WBGene00021682	-0.244178762645804	0.105036372266511	0.421194562696301	-0.282052172317009
WBGene00021676	-1.02981770963989	0.646057385911382	0.0698799717038039	0.313880352024705
WBGene00189949	-0.234975626815613	-0.543179501305474	0.509982141341582	0.268172986779504
WBGene00021681	0.0700723230908214	-0.374065530202948	0.875103199181007	-0.571109992068878
WBGene00004274	0.350529749891023	-0.877645944723713	-0.257922198078426	0.78503839291112
WBGene00004418	1.04303307680819	0.501566041015347	-0.139465767132723	-1.40513335069082
WBGene00018774	0.205387008031605	0.380982516657359	0.794565114065705	-1.38093463875467
WBGene00018773	1.76520318341888	1.0116697059529	-1.53434793790723	-1.24252495146455
WBGene00000622	0	0.443281861395028	-0.312052726407526	-0.1312291349875
WBGene00004962	-0.142153654199259	0.475219922222626	-0.822060092173443	0.488993824150076
WBGene00003229	-0.832633687745524	0.977267795426949	-0.921326549458229	0.776692441776805
WBGene00018772	-0.808208764550254	-0.153778292423541	0.904658571171674	0.0573284858021221
WBGene00018771	-1.13893095453822	-0.720026106691715	-0.00406954144684664	1.86302660267679
WBGene00271776	-0.899175480234422	-0.31421122350474	-0.338493506553926	1.55188021029309
WBGene00000253	-1.09323669314052	0.140008279016536	-0.0182849629283773	0.971513377052366
WBGene00004225	-0.845356912599172	0.318156715548608	-0.122908874709308	0.650109071759873
WBGene00018958	-0.328338921631161	1.02821339094446	-0.677936074783336	-0.0219383945299614
WBGene00018957	1.79197234231307	-0.567014997581837	-1.11822344815722	-0.106733896574004
WBGene00018955	0.370125457837792	0.634278439032371	-0.117476752968239	-0.886927143901924
WBGene00000227	0.415413297417065	1.18239534913503	-1.04925872304591	-0.548549923506187
WBGene00021666	0.443119865088363	-0.0457023210194364	-0.865593520570504	0.468175976501577
WBGene00004246	-0.590603429912845	0.808239009124834	-0.981692624760613	0.764057045548624
WBGene00021662	-0.418916853450113	0.885083130012852	-0.58667840596231	0.12051212939957
WBGene00021664	-0.657324050219663	-0.058439350399762	-0.604526829603826	1.32029023022325
WBGene00306121	-1.2697710704244	-0.970912273275371	1.36706747960812	0.873615864091657
WBGene00021671	-0.179899214619591	-0.642407863977856	1.08523877924514	-0.262931700647693
WBGene00021668	0.275405704120355	-0.342256289263825	0.200447043472443	-0.133596458328971
WBGene00021673	0	0.112198089915275	0	-0.112198089915275
WBGene00021667	0.283105938811033	-0.101023808078768	0.28129399054117	-0.463376121273435
WBGene00021675	0.0776655057415747	0.167958334506419	-0.681885886035708	0.436262045787715
WBGene00016903	-0.317769828822114	-0.349384579294503	1.15085550196102	-0.483701093844407
WBGene00016905	0.232119991089328	0.137762100019224	0.0268248249151865	-0.396706916023738
WBGene00016902	-0.280628383341027	0.158153561410268	-0.016665194658358	0.139140016589118
WBGene00016906	-0.683220672831712	1.31769893348483	-0.735818986184801	0.101340725531682
WBGene00002077	-0.613255909524024	1.08245074262284	-0.842020525599284	0.372825692500462
WBGene00235385	-0.334005486376825	-0.0227390977898236	-0.342157325986402	0.69890191015305
WBGene00002079	-0.7388675828632	0.234293478316167	0.276848287640924	0.227725816906108
WBGene00021660	-0.576911906561444	-0.0358462194476926	0.598412495131572	0.0143456308775653
WBGene00000917	-0.155626794229589	-0.967338817755963	1.24100980271978	-0.118044190734224
WBGene00021661	-0.128692113570182	-0.295518016284788	0.305631471392421	0.118578658462548
WBGene00021657	0.550992539376967	-0.624755312124806	0.604077429462649	-0.53031465671481
WBGene00020087	0.142421474353433	0.111685767665523	0.455404354673575	-0.70951159669253
WBGene00020091	0.524541762283273	0.77852086485808	-1.26548862312549	-0.0375740040158576
WBGene00020088	0.448965046388265	0.698730638835844	-0.733184119968388	-0.414511565255721
WBGene00020089	0.0484699198489036	1.41420581749737	-1.13339348510605	-0.32928225224023
WBGene00004143	-0.552979655850903	0.892814346720258	-0.540563521094367	0.200728830225017
WBGene00006385	-0.84823277246439	0.231086495700558	-0.124929995226088	0.742076271989921
WBGene00020090	-0.749680658318243	-0.714804881339812	0.802841878491234	0.661643661166821
WBGene00021733	-0.920553605746416	-0.70040869223607	0.72844676197348	0.892515536009005
WBGene00021734	-0.518716722403739	-0.849831038286603	1.93628144324717	-0.567733682556827
WBGene00015570	-0.177145009455827	-1.37890353856294	2.17498315843915	-0.618934610420379
WBGene00006593	0.172864407321262	-1.15203023455736	1.09407670254713	-0.114910875311036
WBGene00021026	0.528948116178574	0.201199141796265	0.218233788170292	-0.948381046145132
WBGene00021027	0.25565596571757	-0.44489046920069	2.08951927728756	-1.90028477380444
WBGene00235387	0.105848037836386	-0.314506909904713	0.969594524716737	-0.76093565264841
WBGene00021025	0	0.652675981852582	-0.584458379241189	-0.0682176026113939
WBGene00021028	0	0.223220369220142	-0.223220369220143	0
WBGene00021024	-0.26740016016626	0.556686447717458	-1.66505665496914	1.37577036741794
WBGene00001814	-0.509307889122236	2.14728389904069	-0.714282078861371	-0.92369393105708
WBGene00022035	-0.150971549981083	-0.0116882865445667	-0.756829104680116	0.919488941205765
WBGene00022036	-1.06264491587958	0.282824753778698	-0.629349724322627	1.40916988642351
WBGene00022034	-0.775836286089278	0.252744638532209	-0.730445620552924	1.25353726810999
WBGene00022039	0.244656295592847	-0.553984084431807	0.884252620464985	-0.574924831626025
WBGene00022037	-0.205346972625895	0.0386095914768076	0.755657473448458	-0.58892009229937
WBGene00022038	-0.500784910503625	0.7503395834197	0.568633711229206	-0.818188384145282
WBGene00022033	-0.184562404652506	0.712194471848067	0.0197146056805589	-0.54734667287612
WBGene00302974	0.103271821642403	1.1983738407063	-1.7374152386446	0.435769576295903
WBGene00022043	-0.236993029353582	0.620443234004717	0	-0.383450204651134
WBGene00022042	0.162449999530301	1.28660167339698	-1.23923519038146	-0.209816482545814
WBGene00201456	0	0.241635277250656	-0.259597814184951	0.0179625369342948
WBGene00007009	-0.686542687797455	0.375766716971701	-0.42530066802404	0.736076638849792
WBGene00004235	-0.646599537163307	-0.19362903569916	-0.0965944793844278	0.936823052246894
WBGene00002393	-1.22434196389838	0.52495785081277	0.0529262631337194	0.646457849951888
WBGene00022040	-1.46175256908913	-0.380432053678905	0.718809229416405	1.12337539335163
WBGene00000434	-0.721335135518584	-0.740132524216165	2.14872923577542	-0.687261576040666
WBGene00001725	-0.337269948279923	1.6312187573736	-0.856397988568474	-0.437550820525208
WBGene00044427	0.0671195284708407	-0.453129427834434	0.386009899363594	0
WBGene00002040	2.84142855895794	-0.0117613440868403	-1.19318109958388	-1.63648611528721
WBGene00018923	0.30810699935952	0.711634071389643	-0.755005563112027	-0.264735507637136
WBGene00022029	0.364682864960469	0.910186854053453	-0.514946860258572	-0.759922858755349
WBGene00022027	0.473520659385093	0.881157832339549	-0.682361835778133	-0.672316655946509
WBGene00022026	-0.563942314352662	1.39383157995937	-0.344493238161359	-0.48539602744535
WBGene00022025	-0.506750477065549	0.494481332695743	-0.203003031545069	0.215272175914875
WBGene00022031	0.294431443301311	0.636462541140795	-0.42643569460195	-0.504458289840156
WBGene00022032	0.116813292829544	0.1392456383504	-0.611315054911285	0.355256123731341
WBGene00044461	0	-0.222881677291158	0.212810311185017	0.0100713661061405
WBGene00021215	-0.397778075860205	-0.230799856221271	0.388109189276955	0.240468742804521
WBGene00021214	0.407870811798383	-0.383141120671732	0.856073528098963	-0.880803219225613
WBGene00021207	1.4063679523612	-0.17414399051648	-0.1891190735521	-1.04310488829262
WBGene00021210	0.784320229035571	0.166074205446587	0.0946086715496491	-1.04500310603181
WBGene00021208	0.989986367352729	0.40149741638926	0.121920552967163	-1.51340433670915
WBGene00021209	0.286390342376627	0.440874385707242	-0.566668537843502	-0.160596190240367
WBGene00004332	-0.0905137263312464	0.857914029785272	-1.23263684234169	0.465236538887663
WBGene00004028	-0.936725548577434	1.07719960851993	-0.920484306815665	0.780010246873174
WBGene00044434	-0.597217409880245	0.592160252519238	-0.151333931010037	0.156391088371043
WBGene00236789	-0.309568105632236	-1.04968260604472	0.866761089740628	0.492489621936333
WBGene00000623	-0.574287480683765	1.46289411848696	-0.402151704561879	-0.486454933241313
WBGene00000624	0	-0.0898274343841806	0.4067921601952	-0.316964725811019
WBGene00021213	-1.23208905584597	1.15594063764809	0.137207854217276	-0.0610594360193975
WBGene00021212	0	-0.0404157014636276	-0.138574045842417	0.178989747306045
WBGene00020282	0.858464355900762	-0.67591347935721	0	-0.182550876543553
