Gene	Ecoli_15	Ecoli_20	Ecoli_25	Bsub_15	Bsub_20	Bsub_25
WBGene00023193	-0.1482922123391	-0.104483088948029	0.0732596396807511	0.235156886472347	0.128979161520316	-0.184620386386285
WBGene00022277	0.0348831749086399	0.0133102341523887	-0.287455760625647	0.16695247344787	0.0577755338578375	0.0145343442589113
WBGene00022276	-0.0594882077018782	-0.18122566110613	-0.0706252666674239	-0.00556604601901226	0.124819229065438	0.192085952429002
WBGene00022278	0.110745403350938	0.0657869522838492	-0.031894050767861	0.0753992177765156	-0.0232664317771182	-0.19677109086633
WBGene00022279	0.310455371818363	-0.133319320631	0.0776691919324657	-0.279242498431234	-0.0649929710373655	0.0894302263487674
WBGene00022275	-0.0716382921875639	0.0743971664864394	-0.155923030318392	-0.0783501130239844	0.252569307370005	-0.0210550383265048
WBGene00044345	0.0114074521494718	0.0392905139731437	0.0677883649091823	0.0148713637865255	-0.0576337303416437	-0.0757239644766832
WBGene00021677	0.0262365232540354	0.0237399261970581	0.00220215377977828	0.0614769454315205	0.0130189716307592	-0.126674520293153
WBGene00021678	0.398830703981214	-0.00703515112736018	0.128741735991516	-0.253768389193519	-0.490997502982038	0.224228603330188
WBGene00000812	-0.000963827313251583	0.053547675807368	0.0783782214367793	-0.0441920705852897	-0.093104402479713	0.00633440313410549
WBGene00021683	-0.0931127086494891	-0.0301468224711055	0.0655881961060708	0.0597016812841947	-0.0498307274696737	0.0478003812000081
WBGene00021682	-0.02445778968134	-0.0279718852065929	-0.189569890111421	0.259313365697478	0.130764974557219	-0.148078775255341
WBGene00021676	-0.00224073503151893	-0.00654968196678836	0.071072286508863	-0.00173892970920297	-0.0745494322693916	0.0140064924680418
WBGene00189949	0.549951377133855	0.125444236722639	-0.171674991003766	-0.263331922855634	0.063832672795777	-0.304221372792869
WBGene00021681	0.0798719622624577	0.0396774311531847	-0.0166387441924375	0.111669104786808	-0.00498517087441256	-0.209594583135607
WBGene00004274	0.063781808808588	0.0326525575808002	-0.175970328855537	0.141019813976976	0.0621370195458315	-0.12362087105666
WBGene00004418	0.0767643152883686	0.0504398061431308	-0.132025073945749	0.0471171102218007	0.049891026762882	-0.0921871844704283
WBGene00018774	-0.123022249021598	0.151284695358994	0.266271952424797	-0.0114352482412352	0.140771334819312	-0.423870485340269
WBGene00018773	0.0616568649160755	-0.445987354504943	0.204154241761889	-0.314284567141822	0.0415905272883802	0.452870287680419
WBGene00000622	-0.20996230195649	0.00165903203236787	0.190286836887151	-0.238217857622928	0.157762960534612	0.0984713301252881
WBGene00004962	-0.0564251827502738	0	-0.142408605514339	0.10673163828334	-0.15113279492616	0.243234944907432
WBGene00003229	0.060496456794836	0.0155819365974423	-0.129117498871112	0.171424829545914	-0.00155328807781085	-0.11683243598927
WBGene00018772	-0.364583996765462	0.375482581561974	-0.476295540543574	0.245184690163743	0.703954126895653	-0.483741861312334
WBGene00018771	-0.183435118872748	0.269352230031888	0.105379738936034	-0.0472269841343218	0.124516135825806	-0.268586001786658
WBGene00271776	-0.183638234100223	0.147219289477889	0.0584443419195907	0.116124329935856	0	-0.138149727233113
WBGene00000253	0.0394874708779523	0.0592364616220754	0.0817254815074898	-0.150332634240592	0.108676002467211	-0.138792782234139
WBGene00004225	0.132192529749266	0.190539983344083	0.125602191510522	-0.242331303818851	-0.21981228522664	0.01380888444162
WBGene00018958	-0.363784534807417	-0.39294914859746	-0.392137792264768	0.561972067153636	0.56636300642563	0.0205364020903806
WBGene00018957	0.0453290767705788	0.207759097898403	0.163366611353576	-0.172002903751256	-0.175440933159064	-0.069010949112242
WBGene00018955	0.104149158078819	0.246670733843011	0.141250624024045	-0.190828341097144	-0.197261696714058	-0.103980478134672
WBGene00000227	-0.100052440399368	-0.0659275092766869	0.0616639663748426	0.0729395570228402	0.0212519874298203	0.010124438848553
WBGene00021666	-0.112611855050324	0.351458907997998	0.191124711405711	-0.0631401524137392	-0.157285669666198	-0.209545942273448
WBGene00004246	-0.0958193080186588	-0.0109136138524354	0.114109040216261	-0.0188205959110549	-0.102199307787919	0.113643785353809
WBGene00021662	-0.0977536415971287	0.0678801079180088	0.246969232887031	-0.197926072096393	-0.278732742718657	0.259563115607137
WBGene00255594	-0.219130301756766	0.126281893406513	-0.110823630842887	-0.198776104466505	-0.112802460852852	0.515250604512496
WBGene00021664	-0.430271082467586	-0.177479083236839	0.0336322079064379	0.241637518877121	0.137725262807777	0.19475517611309
WBGene00306121	-0.18816544733768	-0.176158191130653	1.02461252253378	-0.54581453602629	-0.410195850606515	0.295721502567354
WBGene00021671	-0.120446681562916	-0.396295021013075	0.499095733320486	-0.426627253448831	-0.409860626047143	0.854133848751479
WBGene00021672	-0.0257138952272139	-0.0283297904517586	-0.0171924842983198	0.0712361699772922	0	0
WBGene00021668	-0.0567241288713885	0.612365827060958	0.0308827540977862	-0.431435183123512	-0.227078215174799	0.0719889460109548
WBGene00021673	-0.436767249932541	-0.217673303871508	0.0257767388697145	0.190830998646992	0.23983689794216	0.197995918345183
WBGene00021667	-0.0291346623773114	0.0112491680313629	0.0989371539914691	0.00800051573658648	-0.107708366597981	0.0186561912158737
WBGene00021675	0.136793968836486	-0.045674652766623	0.00855167089053814	-0.211808012698218	0.00185676986487356	0.110280255872946
WBGene00016903	-0.263643088692681	0.155024025992039	-0.213562253557578	0.166932557830164	0.150458768173633	0.00478999025442276
WBGene00016905	0.113592759221119	0.10522982874307	-0.0387870322935706	-0.012292969491732	-0.0537204943255004	-0.114022091853383
WBGene00016902	-0.194455818893425	0.124918560200807	0.301390234646133	-0.272150146554177	-0.182782627115419	0.223079797716077
