Gene	CF18_KO_6h	CF18_WT_6h	CF18_KO_4h	CF18_WT_4h
WBGene00023193	0.580403889462745	-0.191037968366345	-0.0711482240980112	-0.318217696998387
WBGene00022277	0.242009091502534	-0.227195147531298	0.233984332425269	-0.248798276396505
WBGene00022276	-0.277432911606867	0.366913535755616	-0.194648384557326	0.10516776040858
WBGene00022278	0.0437687275534734	0.0521401886232291	-0.0111692969220914	-0.0847396192546104
WBGene00022279	0.0748605501479117	-0.0972029686245381	0.119954744265487	-0.0976123257888627
WBGene00022275	0.151019315087317	-0.0187669997258332	0.0647193907711842	-0.196971706132668
WBGene00044345	0.200458568299565	-0.17980699806468	0.188913096710496	-0.209564666945379
WBGene00021677	0.0663805353229785	-0.0502817522283607	0.0798325238913956	-0.0959313069860119
WBGene00021678	-1.49010718775365	0.739678255843391	-0.263144300521129	1.01357323243139
WBGene00000812	0.0264580097421018	-0.0484944165063161	0.0275128546897789	-0.00547644792556667
WBGene00021683	-0.00170354604471508	0.0385581569369191	-0.0192235369940429	-0.0176310738981614
WBGene00021682	0.118887317184445	-0.126574990657619	0.0798864303438624	-0.072198756870688
WBGene00021676	0.140257689318013	-0.129159637162468	0.184417894645619	-0.195515946801166
WBGene00189949	0.163653608669185	0.155916314555198	-0.520542364104927	0.200972440880543
WBGene00021681	0.299460921231905	-0.308481292275069	0.294380208512226	-0.285359837469062
WBGene00004274	0.0973797044125465	-0.0722618696902761	-0.0368892172803926	0.0117713825581175
WBGene00199899	0.114144618408188	-0.104520493085798	0.0567133371723085	-0.0663374624946984
WBGene00004418	0.0659751326064922	-0.134917214173272	0.185731477876494	-0.11678939630971
WBGene00018774	0.0748426623545626	-0.18013372865166	0.264735219769948	-0.15944415347285
WBGene00018773	0.08968777431011	0.493172783426006	-0.218406067120062	-0.364454490616053
WBGene00000622	0.0319411744576325	0.0665660308010991	-0.427571091065072	0.329063885806341
WBGene00004962	0.043304169035578	0.325402293251883	-0.225683201548973	-0.143023260738488
WBGene00003229	0.354426041861122	-0.215548774865593	0.0669847969340274	-0.205862063929556
WBGene00018772	-0.298747473267886	0.0170214455881095	0.00171235893652037	0.280013668743257
WBGene00018771	0.0125629905054441	0.0071790156061083	-0.164069600743994	0.144327594632444
WBGene00271776	-0.177799411573193	0.213744495211639	-0.17636228087763	0.140417197239185
WBGene00000253	0.121933515583292	0.0127140328404735	-0.191464717465279	0.0568171690415138
WBGene00004225	0.0301654385849959	0.0544421387282458	-0.312808905256246	0.228201327943004
WBGene00018958	0.014786834435973	-0.0491683384862213	0.00807292318538844	0.0263085808648604
WBGene00018957	0.49515785882249	-0.366279374582361	0.10775125709152	-0.23662974133165
WBGene00018955	0.0402612567170123	-0.059186588243416	0.0475330850011696	-0.0286077534747674
WBGene00000227	0.0439750522898518	-0.00873088486141012	0.0555802320349483	-0.0908243994633962
WBGene00021666	-0.356449470141566	0.292185392391207	-0.00378404716300925	0.0680481249133679
WBGene00004246	-0.129244698642681	0.07196346182652	0.0369379621514951	0.0203432746646658
WBGene00021662	-0.0453096549172385	-0.200580651070149	0.351582664976055	-0.105692358988667
WBGene00255594	0.303176748553787	-0.182414311190969	0.0909769312742085	-0.211739368637027
WBGene00021664	0.0504903526814454	-0.12618002981616	-0.215882441097391	0.291572118232106
WBGene00306121	-0.176147734507975	0.268694516818611	-0.278553284570646	0.186006502260011
WBGene00021671	-0.0650617732438488	0.214030297055287	-0.189814660335227	0.0408461365237875
WBGene00021672	0.83658186489293	-0.302348360923601	-0.097405025446544	-0.436828478522785
WBGene00021668	0.752559040889923	-0.365405347150127	0.078261103237047	-0.465414796976843
WBGene00021673	-0.0387489745292939	-0.0449513036651397	-0.1788904978095	0.262590776003934
WBGene00021667	0.231515793187286	-0.296686390394098	0.221225969110413	-0.156055371903602
WBGene00021675	0.874981058110013	-0.378302363711822	-0.201328391841534	-0.295350302556658
WBGene00220069	0	-0.199552440973915	-0.0258782148455423	0.225430655819458
WBGene00016903	-0.517954437999491	0.418773356981558	-0.27210920269612	0.371290283714055
WBGene00016905	-0.0928625505183354	0.078246902299675	-0.0311264409376618	0.0457420891563226
WBGene00016902	-0.0205379698249842	0.0317655799247601	-0.00663974470581685	-0.00458786539395965
WBGene00016906	0.155426851939197	-0.0746318661142994	0.0858730474417776	-0.166668033266676
WBGene00002077	0.273269775167794	-0.48642307806109	0.592639420615028	-0.379486117721736
WBGene00235385	-0.0019267722697186	-0.0773696835012505	0.131897594748108	-0.0526011389771395
WBGene00002079	0.459597316974348	-0.452457362286849	0.456145737089634	-0.463285691777133
WBGene00021660	0.206650706607702	-0.310569282877809	0.471164755840364	-0.367246179570257
WBGene00000917	0.296375791515799	-0.176680196064515	0.14550010864538	-0.265195704096664
WBGene00021661	0.510710371859887	-0.498209545209377	0.24405818889764	-0.25655901554815
WBGene00021657	0.215518832365779	-0.146544944411573	0.10131985290618	-0.170293740860385
WBGene00020087	-0.142574450820558	0.0475647732133389	-0.101455651356118	0.196465328963337
WBGene00020091	0.282386938077551	-0.384423234767788	0.0697889106004472	0.0322473860897875
WBGene00020088	0.202623602504043	-0.23988531398383	0.211952515482704	-0.174690804002918
WBGene00020089	0.299422739596737	-0.496357914943016	0.415416955339316	-0.218481779993038
WBGene00004143	0.262196586640814	-0.23300017552177	0.228649820226503	-0.25784623134555
WBGene00006385	0.0399108382577677	-0.105724038264605	0.184327375663521	-0.118514175656685
WBGene00020090	-0.184545714261903	0.251952394116938	-0.196232991458672	0.128826311603638
WBGene00021733	0.0551085762695283	-0.00400869746071505	-0.0108534147034492	-0.0402464641053612
WBGene00021734	-0.142841813839337	0.151583066921383	-0.140195248063646	0.131453994981601
WBGene00015570	-0.119501485695689	-0.140759547539109	0.269158597740019	-0.00889756450522028
WBGene00006593	-0.0571052458341823	0.0576247777407775	-0.0932074896010482	0.092687957694453
WBGene00021026	0.0766203780912814	-0.466872097397587	0.682734701397639	-0.292482982091333
WBGene00021027	-0.127194811519755	0.0320012277449833	-0.042474160232594	0.137667744007366
WBGene00235387	-0.259097772178237	0.609007017448022	-0.70041800395545	0.350508758685666
WBGene00021025	-0.0152701359737472	-0.235719185825049	-0.216374627375504	0.467363949174299
WBGene00235388	0.179797723942417	-0.052744184287418	-0.0716314240415448	-0.0554221156134533
WBGene00021028	-0.169548018004667	-0.222044749706003	0.272056943246181	0.119535824464489
WBGene00021024	0.107119188941668	-0.229905552788421	0.278982337682245	-0.156195973835493
WBGene00001814	0.291110291148348	-0.382817999168601	0.408913822006211	-0.317206113985957
WBGene00022035	0.0794425183041767	-0.133119242355562	0.204898689654602	-0.151221965603217
WBGene00022036	-0.0962475219106214	-0.237245195329741	0.222684643113911	0.110808074126452
WBGene00022034	0.208670074940074	-0.42610134887915	0.349892830343315	-0.132461556404237
WBGene00022039	-0.0760272732166572	0.219245142907835	-0.295100186230481	0.151882316539303
WBGene00022037	0.204909876341772	-0.187951935600905	0.180377060230614	-0.197335000971483
WBGene00022038	0.0680023293875774	-0.0162644622485333	-0.0669221997091044	0.0151843325700599
WBGene00197961	0.686684571143785	-0.427979016235214	-0.0389969264515096	-0.219708628457061
WBGene00200577	1.52562557442416	-0.977440567619817	0.741013238390598	-1.28919824519494
WBGene00022033	1.11917861671957	-0.751720560797423	0.648187477213387	-1.01564553313553
WBGene00302974	1.01744894333523	-0.590876216485918	0.57253781545115	-0.999110542300464
WBGene00022043	0.652606062873179	-0.581014625642389	0.321227612376035	-0.392819049606825
WBGene00022042	0.125108816322798	-0.31232693729266	0.286613481313793	-0.0993953603439313
WBGene00201456	-0.207665409654178	-0.151527712931521	0.404890856927224	-0.0456977343415248
WBGene00007009	-0.0969848331710311	0.0487974490785496	-0.0127416885544092	0.0609290726468883
WBGene00004235	-0.0493563885582367	-0.0423986446682596	0.00810615114479507	0.0836488820817021
WBGene00002393	1.54606898434214	-0.411292946171727	-0.626680726637692	-0.508095311532725
WBGene00022040	-1.39599929252376	1.08120053491743	-0.526640286199028	0.841439043805359
WBGene00000434	0.203591013214535	-0.451657398235776	0.402105756365834	-0.154039371344593
WBGene00001725	-0.377341273828891	-0.616376601508701	0.656348781652653	0.33736909368494
WBGene00044427	-0.0325804575961908	0.514175419129123	-0.388065909015524	-0.0935290525174085
WBGene00235390	0.173860397907894	-0.290871621960035	0	0.117011224052141
