"wbps_gene_id","entrezgene_id"
"WBGene00000833",176437
"WBGene00000851",174720
"WBGene00000865",177965
"WBGene00000868",180040
"WBGene00000879",180028
"WBGene00000881",173374
"WBGene00000883",180027
"WBGene00000896",172370
"WBGene00000898",175410
"WBGene00000912",172981
"WBGene00000915",179971
"WBGene00000931",266845
"WBGene00000941",175331
"WBGene00000942",177482
"WBGene00000962",172041
"WBGene00001000",181062
"WBGene00001005",175922
"WBGene00001030",173341
"WBGene00001037",3565862
"WBGene00001038",174514
"WBGene00001051",177658
"WBGene00001067",172197
"WBGene00001073",179040
"WBGene00001080",180176
"WBGene00001088",179671
"WBGene00001094",176334
"WBGene00001130",181644
"WBGene00001137",179796
"WBGene00001155",176376
"WBGene00001167",172743
"WBGene00001168",175975
"WBGene00001169",181044
"WBGene00001172",179412
"WBGene00001173",176991
"WBGene00001177",178537
"WBGene00001189",177940
"WBGene00001196",171751
"WBGene00001209",176094
"WBGene00001225",175138
"WBGene00001226",172858
"WBGene00001229",174478
"WBGene00001233",179779
"WBGene00001234",173169
"WBGene00001239",177787
"WBGene00001244",177321
"WBGene00001303",179510
"WBGene00001329",181577
"WBGene00001330",178411
"WBGene00001333",172174
"WBGene00001385",176283
"WBGene00001393",178291
"WBGene00001394",178293
"WBGene00001423",179999
"WBGene00001426",191634
"WBGene00001427",173160
"WBGene00001488",173360
"WBGene00001501",171934
"WBGene00001502",181348
"WBGene00001503",176059
"WBGene00001558",178402
"WBGene00001561",175195
"WBGene00001562",178354
"WBGene00001581",179022
"WBGene00001604",178452
"WBGene00001620",180641
"WBGene00001648",172505
"WBGene00001679",174803
"WBGene00001682",172396
"WBGene00001683",174603
"WBGene00001684",3565504
"WBGene00001685",180601
"WBGene00001692",177109
"WBGene00001694",179244
"WBGene00001729",177009
"WBGene00001732",183983
"WBGene00001734",176265
"WBGene00001745",171687
"WBGene00001746",173149
"WBGene00001747",179486
"WBGene00001748",3564807
"WBGene00001749",176281
"WBGene00001755",173842
"WBGene00001794",177897
"WBGene00001840",174333
"WBGene00001851",180359
"WBGene00001853",177390
"WBGene00001855",178866
"WBGene00001856",172242
"WBGene00001858",177433
"WBGene00001885",175029
"WBGene00001886",175028
"WBGene00001891",191673
"WBGene00001898",181545
"WBGene00001909",179339
"WBGene00001910",3565041
"WBGene00001911",179341
"WBGene00001915",179340
"WBGene00001917",175034
"WBGene00001918",175033
"WBGene00001920",178050
"WBGene00001921",178048
"WBGene00001922",178049
"WBGene00001929",186250
"WBGene00001930",178055
"WBGene00001931",178056
"WBGene00001933",186325
"WBGene00001934",177522
"WBGene00001938",178066
"WBGene00001939",186671
"WBGene00001940",186670
"WBGene00001946",176660
"WBGene00001971",175081
"WBGene00001980",173007
"WBGene00001993",176473
"WBGene00001994",180695
"WBGene00001999",177101
"WBGene00002000",173086
"WBGene00002005",178507
"WBGene00002007",180880
"WBGene00002008",174203
"WBGene00002010",178873
"WBGene00002013",177778
"WBGene00002025",175316
"WBGene00002045",174090
"WBGene00002048",175807
"WBGene00002053",173976
"WBGene00002054",173973
"WBGene00002056",180414
"WBGene00002059",176755
"WBGene00002064",176373
"WBGene00002065",174367
"WBGene00002066",174322
"WBGene00002068",173872
"WBGene00002074",177533
"WBGene00002077",3565440
"WBGene00002078",179160
"WBGene00002083",175966
"WBGene00002134",171944
"WBGene00002135",171943
"WBGene00002189",3565407
"WBGene00002190",180864
"WBGene00002191",172978
"WBGene00002196",172610
"WBGene00002202",175524
"WBGene00002253",180616
"WBGene00002258",172390
"WBGene00002264",174964
"WBGene00002269",175212
"WBGene00002272",181786
"WBGene00002273",179034
"WBGene00002344",178006
"WBGene00002348",172471
"WBGene00002363",178117
"WBGene00002717",3565337
"WBGene00002783",266837
"WBGene00002915",175384
"WBGene00002978",173319
"WBGene00002980",174050
"WBGene00002981",177989
"WBGene00003003",181337
"WBGene00003036",172802
"WBGene00003048",176808
"WBGene00003052",172687
"WBGene00003053",180912
"WBGene00003063",176072
"WBGene00003065",179477
"WBGene00003071",172520
"WBGene00003078",174193
"WBGene00003080",190601
"WBGene00003081",177988
"WBGene00003085",178362
"WBGene00003090",179428
"WBGene00003123",173073
"WBGene00003148",178071
"WBGene00003150",178250
"WBGene00003151",177795
"WBGene00003153",177089
"WBGene00003159",178831
"WBGene00003162",175936
"WBGene00003163",180942
"WBGene00003175",175419
"WBGene00003214",175915
"WBGene00003369",181776
"WBGene00003371",175768
"WBGene00003372",175440
"WBGene00003406",176702
"WBGene00003426",177305
"WBGene00003432",177874
"WBGene00003470",191712
"WBGene00003473",179060
"WBGene00003482",176430
"WBGene00003485",181698
"WBGene00003497",176060
"WBGene00003514",181404
"WBGene00003559",176084
"WBGene00003567",178918
"WBGene00003583",173916
"WBGene00003587",172910
"WBGene00003588",175714
"WBGene00003596",172624
"WBGene00003687",177810
"WBGene00003771",179545
"WBGene00003786",179095
"WBGene00003827",177580
"WBGene00003891",181772
"WBGene00003901",175750
"WBGene00003902",172920
"WBGene00003903",181473
"WBGene00003916",179912
"WBGene00003920",178113
"WBGene00003923",179493
"WBGene00003924",172139
"WBGene00003926",172942
"WBGene00003927",178943
"WBGene00003936",175227
"WBGene00003947",176978
"WBGene00003948",173168
"WBGene00003949",173858
"WBGene00003950",171975
"WBGene00003951",173334
"WBGene00003952",176161
"WBGene00003953",172674
"WBGene00003955",177161
"WBGene00003962",175472
"WBGene00003963",180724
"WBGene00003964",172433
"WBGene00003977",173025
"WBGene00003989",173161
"WBGene00004014",171768
"WBGene00004015",174034
"WBGene00004046",177540
"WBGene00004053",178623
"WBGene00004076",173500
"WBGene00004078",179224
"WBGene00004128",175335
"WBGene00004134",174614
"WBGene00004143",266819
"WBGene00004167",174861
"WBGene00004187",176153
"WBGene00004215",174685
"WBGene00004266",178620
"WBGene00004274",171601
"WBGene00004300",174687
"WBGene00004302",176503
"WBGene00004305",172648
"WBGene00004313",181558
"WBGene00004320",179358
"WBGene00004336",179981
"WBGene00004357",178458
"WBGene00004358",178927
"WBGene00004387",175572
"WBGene00004388",175244
"WBGene00004392",175525
"WBGene00004398",174226
"WBGene00004408",172943
"WBGene00004409",171766
"WBGene00004410",178297
"WBGene00004412",171853
"WBGene00004413",180343
"WBGene00004414",175501
"WBGene00004415",172074
"WBGene00004416",174371
"WBGene00004417",176015
"WBGene00004418",171602
"WBGene00004419",177203
"WBGene00004420",176071
"WBGene00004421",174311
"WBGene00004422",178778
"WBGene00004423",180535
"WBGene00004424",178279
"WBGene00004425",171949
"WBGene00004426",172818
"WBGene00004427",176891
"WBGene00004428",175455
"WBGene00004429",171692
"WBGene00004430",178342
"WBGene00004431",172201
"WBGene00004432",24104384
"WBGene00004433",176146
"WBGene00004434",173873
"WBGene00004435",175796
"WBGene00004436",172062
"WBGene00004437",172815
"WBGene00004438",180748
"WBGene00004439",172617
"WBGene00004440",174379
"WBGene00004441",171750
"WBGene00004442",179739
"WBGene00004443",178352
"WBGene00004444",172921
"WBGene00004445",173235
"WBGene00004446",174443
"WBGene00004447",174166
"WBGene00004448",178173
"WBGene00004449",176097
"WBGene00004450",176007
"WBGene00004451",175460
"WBGene00004452",180044
"WBGene00004453",179153
"WBGene00004454",174695
"WBGene00004456",175070
"WBGene00004459",175877
"WBGene00004462",175972
"WBGene00004463",177753
"WBGene00004465",174715
"WBGene00004467",173744
"WBGene00004469",175628
"WBGene00004470",175584
"WBGene00004471",177583
"WBGene00004472",175879
"WBGene00004473",177481
"WBGene00004474",178012
"WBGene00004475",173260
"WBGene00004476",172901
"WBGene00004477",177503
"WBGene00004478",174699
"WBGene00004479",172061
"WBGene00004480",178083
"WBGene00004481",175786
"WBGene00004482",175901
"WBGene00004483",176006
"WBGene00004484",172693
"WBGene00004485",179998
"WBGene00004486",172313
"WBGene00004487",178408
"WBGene00004488",172805
"WBGene00004489",173309
"WBGene00004490",176011
"WBGene00004491",175338
"WBGene00004492",178188
"WBGene00004493",176858
"WBGene00004494",177365
"WBGene00004495",173342
"WBGene00004496",178538
"WBGene00004497",176975
"WBGene00004498",175235
"WBGene00004499",179154
"WBGene00004502",178988
"WBGene00004503",175925
"WBGene00004505",172238
"WBGene00004512",13183153
"WBGene00004513",13183158
"WBGene00004677",NA
"WBGene00004699",174747
"WBGene00004700",176688
"WBGene00004701",173915
"WBGene00004702",174073
"WBGene00004703",177566
"WBGene00004732",177602
"WBGene00004736",176512
"WBGene00004751",173738
"WBGene00004755",178078
"WBGene00004760",175606
"WBGene00004766",179213
"WBGene00004788",180843
"WBGene00004798",176471
"WBGene00004804",177343
"WBGene00004807",172775
"WBGene00004808",172773
"WBGene00004813",178840
"WBGene00004820",178839
"WBGene00004855",179629
"WBGene00004862",181271
"WBGene00004888",266820
"WBGene00004897",266648
"WBGene00004914",178483
"WBGene00004915",173204
"WBGene00004916",174072
"WBGene00004917",179639
"WBGene00004918",176103
"WBGene00004919",176668
"WBGene00004920",171834
"WBGene00004930",174141
"WBGene00004931",172632
"WBGene00004951",180603
"WBGene00004984",179070
"WBGene00004988",180993
"WBGene00004990",180994
"WBGene00004999",181032
"WBGene00005018",179693
"WBGene00006331",175551
"WBGene00006434",266858
"WBGene00006439",176773
"WBGene00006527",177943
"WBGene00006528",172831
"WBGene00006529",173167
"WBGene00006536",176501
"WBGene00006537",175519
"WBGene00006565",173277
"WBGene00006574",172686
"WBGene00006601",174844
"WBGene00006626",173811
"WBGene00006699",177855
"WBGene00006702",171734
"WBGene00006704",176363
"WBGene00006706",3565767
"WBGene00006707",173072
"WBGene00006708",177073
"WBGene00006713",175985
"WBGene00006715",175185
"WBGene00006725",175413
"WBGene00006726",185872
"WBGene00006727",175840
"WBGene00006728",176718
"WBGene00006730",173347
"WBGene00006739",174307
"WBGene00006768",176257
"WBGene00006779",177921
"WBGene00006780",177366
"WBGene00006787",175126
"WBGene00006789",259839
"WBGene00006794",178640
"WBGene00006796",178845
"WBGene00006803",179077
"WBGene00006805",171988
"WBGene00006833",171956
"WBGene00006839",181227
"WBGene00006840",176179
"WBGene00006876",173058
"WBGene00006888",171888
"WBGene00006910",176383
"WBGene00006911",187779
"WBGene00006912",177018
"WBGene00006913",174272
"WBGene00006914",177626
"WBGene00006915",174743
"WBGene00006917",177442
"WBGene00006918",174596
"WBGene00006919",172216
"WBGene00006920",177017
"WBGene00006921",180692
"WBGene00006923",173904
"WBGene00006924",173512
"WBGene00006959",175541
"WBGene00006975",176237
"WBGene00006984",172096
"WBGene00007000",175398
"WBGene00007009",171647
"WBGene00007016",175817
"WBGene00007027",190954
"WBGene00007030",176679
"WBGene00007053",172079
"WBGene00007058",178392
"WBGene00007107",178045
"WBGene00007142",174757
"WBGene00007185",176333
"WBGene00007223",177731
"WBGene00007225",174469
"WBGene00007235",180017
"WBGene00007332",174551
"WBGene00007350",181570
"WBGene00007355",174630
"WBGene00007463",174543
"WBGene00007625",175534
"WBGene00007630",175529
"WBGene00007646",182726
"WBGene00007684",174428
"WBGene00007696",177902
"WBGene00007703",176609
"WBGene00007708",172883
"WBGene00007709",172885
"WBGene00007824",178524
"WBGene00007836",175012
"WBGene00008132",173171
"WBGene00008149",177856
"WBGene00008194",178513
"WBGene00008205",181370
"WBGene00008224",179840
"WBGene00008262",179958
"WBGene00008371",179494
"WBGene00008440",259387
"WBGene00008446",174988
"WBGene00008505",178020
"WBGene00008506",177906
"WBGene00008549",174782
"WBGene00008607",181605
"WBGene00008707",178533
"WBGene00008741",174802
"WBGene00008825",180077
"WBGene00008852",172434
"WBGene00008920",179522
"WBGene00009050",172441
"WBGene00009078",184886
"WBGene00009082",179945
"WBGene00009092",179691
"WBGene00009118",172938
"WBGene00009119",172939
"WBGene00009122",172944
"WBGene00009259",181340
"WBGene00009342",172715
"WBGene00009367",173372
"WBGene00009394",174927
"WBGene00009440",175598
"WBGene00009454",172692
"WBGene00009542",177779
"WBGene00009574",181565
"WBGene00009583",179364
"WBGene00009661",174808
"WBGene00009664",172655
"WBGene00009688",174807
"WBGene00009739",174992
"WBGene00009772",179375
"WBGene00009787",181619
"WBGene00009812",181280
"WBGene00009829",179567
"WBGene00009880",177756
"WBGene00009881",177755
"WBGene00009882",177757
"WBGene00009888",181175
"WBGene00009892",186050
"WBGene00009915",172482
"WBGene00009920",172613
"WBGene00009982",179822
"WBGene00009983",179823
"WBGene00009993",179849
"WBGene00009995",179846
"WBGene00010049",174773
"WBGene00010070",174996
"WBGene00010130",176338
"WBGene00010139",176740
"WBGene00010158",173026
"WBGene00010174",179730
"WBGene00010204",179645
"WBGene00010234",178092
"WBGene00010244",186499
"WBGene00010260",179897
"WBGene00010266",174934
"WBGene00010303",175441
"WBGene00010317",177775
"WBGene00010333",174675
"WBGene00010337",181669
"WBGene00010377",179985
"WBGene00010424",181411
"WBGene00010478",176504
"WBGene00010539",176403
"WBGene00010556",177895
"WBGene00010560",172584
"WBGene00010579",173335
"WBGene00010605",181531
"WBGene00010627",179442
"WBGene00010730",172837
"WBGene00010794",178387
"WBGene00010809",3564813
"WBGene00010896",174645
"WBGene00010942",174494
"WBGene00010993",181526
"WBGene00011038",174582
"WBGene00011059",173076
"WBGene00011110",175573
"WBGene00011111",175571
"WBGene00011128",178028
"WBGene00011155",173070
"WBGene00011156",173071
"WBGene00011232",172556
"WBGene00011304",174623
"WBGene00011392",180366
"WBGene00011474",176788
"WBGene00011480",178014
"WBGene00011481",178013
"WBGene00011508",174292
"WBGene00011510",3565996
"WBGene00011522",174709
"WBGene00011558",3565877
"WBGene00011561",176448
"WBGene00011571",179384
"WBGene00011638",174268
"WBGene00011687",180069
"WBGene00011729",176802
"WBGene00011734",176796
"WBGene00011831",179551
"WBGene00011856",177760
"WBGene00011867",176434
"WBGene00011869",176433
"WBGene00011884",174423
"WBGene00011977",174444
"WBGene00012018",259727
"WBGene00012097",176771
"WBGene00012140",172503
"WBGene00012158",181374
"WBGene00012179",175141
"WBGene00012187",175056
"WBGene00012253",180299
"WBGene00012276",179734
"WBGene00012344",173205
"WBGene00012348",180100
"WBGene00012351",173232
"WBGene00012434",177747
"WBGene00012445",181572
"WBGene00012471",174837
"WBGene00012550",176703
"WBGene00012602",174898
"WBGene00012615",180345
"WBGene00012664",180264
"WBGene00012768",178419
"WBGene00012896",174901
"WBGene00012964",176531
"WBGene00012965",176530
"WBGene00012999",175015
"WBGene00013025",3564970
"WBGene00013081",180214
"WBGene00013144",174534
"WBGene00013200",173330
"WBGene00013237",176622
"WBGene00013238",176626
"WBGene00013307",178401
"WBGene00013311",178407
"WBGene00013354",190399
"WBGene00013463",178288
"WBGene00013489",180218
"WBGene00013552",176651
"WBGene00013709",172891
"WBGene00013728",176675
"WBGene00013732",3565679
"WBGene00013766",180326
"WBGene00013888",191162
"WBGene00013924",174785
"WBGene00014016",176394
"WBGene00014017",176395
"WBGene00014095",178130
"WBGene00014117",172736
"WBGene00014204",175505
"WBGene00014309",NA
"WBGene00014454",NA
"WBGene00014472",NA
"WBGene00015046",259618
"WBGene00015232",172954
"WBGene00015248",177106
"WBGene00015339",178885
"WBGene00015413",177108
"WBGene00015418",176201
"WBGene00015514",174259
"WBGene00015547",181719
"WBGene00015549",177472
"WBGene00015565",180997
"WBGene00015687",172326
"WBGene00015755",259519
"WBGene00015778",180897
"WBGene00015814",175908
"WBGene00015905",178800
"WBGene00015913",173668
"WBGene00015956",180653
"WBGene00016006",181168
"WBGene00016103",180818
"WBGene00016194",175834
"WBGene00016195",175833
"WBGene00016235",174022
"WBGene00016238",176158
"WBGene00016250",176195
"WBGene00016258",172134
"WBGene00016405",177486
"WBGene00016415",173891
"WBGene00016449",183241
"WBGene00016493",172401
"WBGene00016496",179165
"WBGene00016509",178872
"WBGene00016630",174128
"WBGene00016653",172070
"WBGene00016655",172071
"WBGene00016746",172421
"WBGene00016781",178810
"WBGene00016790",177582
"WBGene00016923",179137
"WBGene00016977",175898
"WBGene00016981",3565888
"WBGene00017075",177636
"WBGene00017088",171997
"WBGene00017119",177242
"WBGene00017128",174185
"WBGene00017134",184042
"WBGene00017166",175827
"WBGene00017238",177674
"WBGene00017311",179107
"WBGene00017317",179106
"WBGene00017347",174168
"WBGene00017490",178713
"WBGene00017499",178714
"WBGene00017500",178710
"WBGene00017509",178646
"WBGene00017548",174237
"WBGene00017591",177224
"WBGene00017621",184707
"WBGene00017675",172109
"WBGene00017830",175660
"WBGene00017852",172196
"WBGene00017864",181026
"WBGene00017892",180612
"WBGene00017925",177231
"WBGene00017926",176828
"WBGene00017982",178830
"WBGene00017984",178834
"WBGene00018145",177146
"WBGene00018151",176008
"WBGene00018164",177422
"WBGene00018237",180613
"WBGene00018297",178856
"WBGene00018391",174208
"WBGene00018395",174207
"WBGene00018468",177539
"WBGene00018491",179041
"WBGene00018519",180986
"WBGene00018532",180666
"WBGene00018602",180697
"WBGene00018701",180596
"WBGene00018782",173581
"WBGene00018784",173579
"WBGene00018811",178854
"WBGene00018846",176120
"WBGene00018898",186322
"WBGene00018963",175772
"WBGene00019007",266653
"WBGene00019016",186454
"WBGene00019017",3564957
"WBGene00019160",180857
"WBGene00019162",177254
"WBGene00019178",186714
"WBGene00019179",178798
"WBGene00019246",172412
"WBGene00019249",180791
"WBGene00019322",172408
"WBGene00019327",175240
"WBGene00019333",175243
"WBGene00019354",178858
"WBGene00019357",178860
"WBGene00019381",175958
"WBGene00019466",3565833
"WBGene00019537",176979
"WBGene00019540",176980
"WBGene00019543",177236
"WBGene00019606",174056
"WBGene00019607",174054
"WBGene00019617",180915
"WBGene00019619",180917
"WBGene00019630",187262
"WBGene00019673",171704
"WBGene00019680",187337
"WBGene00019682",176136
"WBGene00019693",172208
"WBGene00019719",177215
"WBGene00019767",172092
"WBGene00019779",181079
"WBGene00019780",187465
"WBGene00019831",175757
"WBGene00019875",177004
"WBGene00019893",173846
"WBGene00019900",177524
"WBGene00019947",177212
"WBGene00020063",178588
"WBGene00020097",175680
"WBGene00020112",176013
"WBGene00020131",172051
"WBGene00020216",180422
"WBGene00020246",179150
"WBGene00020297",176863
"WBGene00020391",178670
"WBGene00020437",175886
"WBGene00020507",180534
"WBGene00020517",188513
"WBGene00020588",178881
"WBGene00020604",176051
"WBGene00020662",178615
"WBGene00020679",177235
"WBGene00020683",177456
"WBGene00020738",180823
"WBGene00020762",175249
"WBGene00020854",178789
"WBGene00020868",266853
"WBGene00020894",174074
"WBGene00020915",171901
"WBGene00020930",177157
"WBGene00020931",172393
"WBGene00020950",179063
"WBGene00020994",177293
"WBGene00021024",171638
"WBGene00021068",3564781
"WBGene00021088",177097
"WBGene00021133",173436
"WBGene00021236",178709
"WBGene00021248",175315
"WBGene00021281",177206
"WBGene00021322",180795
"WBGene00021331",171685
"WBGene00021347",171763
"WBGene00021348",171764
"WBGene00021350",171767
"WBGene00021351",171769
"WBGene00021420",177028
"WBGene00021427",177027
"WBGene00021441",189725
"WBGene00021466",171792
"WBGene00021534",175863
"WBGene00021697",190051
"WBGene00021844",171876
"WBGene00021845",171877
"WBGene00021852",175369
"WBGene00021883",177072
"WBGene00021888",177074
"WBGene00021890",177079
"WBGene00021934",176928
"WBGene00021952",177103
"WBGene00021959",179092
"WBGene00021960",179094
"WBGene00022042",171646
"WBGene00022053",175307
"WBGene00022069",177084
"WBGene00022075",177047
"WBGene00022099",177043
"WBGene00022114",171854
"WBGene00022119",171860
"WBGene00022122",171865
"WBGene00022127",171835
"WBGene00022235",177392
"WBGene00022245",177407
"WBGene00022357",175273
"WBGene00022410",259630
"WBGene00022492",175284
"WBGene00022497",246006
"WBGene00022599",175727
"WBGene00022644",178564
"WBGene00022645",191209
"WBGene00022678",177217
"WBGene00022748",172291
"WBGene00022781",173901
"WBGene00022783",176101
"WBGene00022793",176089
"WBGene00022856",174155
"WBGene00022951",181740
"WBGene00023068",172095
"WBGene00044449",3896753
"WBGene00044638",3896896
"WBGene00077526",6418573
"WBGene00077771",7040157
"WBGene00194738",13188586
